amount,hour_of_day,day_of_week,merchant_bucket,merchant_name,category
1910.79,0,3,7,Nykaa,entertainment
338.13,2,0,1,BigBasket,food
2577.21,12,3,4,ICICI EMI,bills
450.41,13,4,6,Ajio,transport
456.16,11,0,0,Swiggy,food
4621.22,8,6,9,HDFC Bank ATM,other
1770.63,19,3,8,Amazon,other
1634.05,17,3,6,BookMyShow,entertainment
2424.28,18,5,4,Gas Bill,bills
896.49,12,3,8,Practo,other
154.74,21,2,2,Ola,transport
457.1,10,4,0,Subway,food
610.62,8,6,7,Myntra,bills
3337.8,8,6,9,Google Pay,bills
231.16,14,0,2,Ola,transport
2871.28,13,0,5,Spotify,bills
4495.52,17,2,8,Practo,other
624.48,8,2,0,KFC,food
379.11,19,5,6,INOX,entertainment
78.88,21,4,0,Tea Stall,food
1151.47,7,0,6,BookMyShow,entertainment
3455.94,11,4,4,Jio,bills
131.87,16,3,1,Burger King,food
203.03,18,2,1,Dominos,food
371.85,10,4,6,PlayStation Store,entertainment
4507.38,11,3,4,ICICI EMI,bills
1967.22,9,1,4,BSNL,bills
4059.37,16,5,9,1mg,other
1785.86,6,3,9,D-Mart,other
3836.8,20,0,8,SBI ATM,transport
474.05,18,5,1,Dominos,food
3691.92,16,6,8,PhonePe,other
443.34,14,2,0,Tea Stall,food
1606.01,7,2,5,Society Maintenance,bills
130.83,10,5,3,Namma Metro,transport
599.6,13,2,1,Dunzo,food
107.33,11,5,0,Swiggy Instamart,food
1593.98,7,4,7,Nykaa,entertainment
392.7,13,5,3,Auto Rickshaw,transport
1375.37,9,2,9,Google Pay,other
2220.33,4,4,4,ICICI EMI,bills
1809.76,14,0,7,Steam,entertainment
387.44,22,3,2,BMTC,transport
675.39,0,5,0,Swiggy,food
267.15,16,3,2,Rapido,transport
1424.16,7,5,6,Ajio,entertainment
4158.46,10,4,4,YouTube Premium,bills
321.66,23,2,9,D-Mart,other
1507.33,13,2,7,Nykaa,entertainment
1475.04,18,6,6,INOX,entertainment
3005.94,21,5,9,Google Pay,food
435.77,23,4,7,Nykaa,entertainment
1314.1,15,2,5,Airtel,bills
443.9,16,6,0,Haldirams,food
705.3,5,1,6,Ajio,entertainment
711.79,23,1,1,Chai Point,food
1771.21,10,0,7,Crossword,entertainment
1580.94,15,3,5,Airtel,bills
470.82,8,4,2,BMTC,transport
258.97,3,1,0,Tea Stall,food
927.38,19,0,8,Big Bazaar,other
132.66,0,2,9,1mg,other
224.72,14,4,3,Air India,transport
460.64,22,5,2,BMTC,transport
419.94,2,6,0,Blinkit,food
75.9,11,6,2,Ola Electric,transport
595.52,10,1,1,Dominos,food
3190.06,16,5,9,Paytm,other
719.2,1,3,1,Burger King,food
440.97,6,6,0,Subway,food
3167.8,20,5,8,More Supermarket,other
332.16,7,5,1,BigBasket,food
252.56,5,5,2,Rapido,transport
1306.07,2,4,7,Steam,entertainment
287.71,6,5,3,RedBus,food
202.54,18,1,3,Air India,bills
4780.76,9,6,4,Netflix,bills
252.83,20,3,2,Ola Electric,transport
1547.54,7,0,9,Paytm,other
1761.23,21,3,5,LIC Premium,bills
545.46,11,5,1,Burger King,food
1696.23,15,4,7,Nykaa,entertainment
652.77,16,1,6,BookMyShow,entertainment
1382.48,13,3,6,PlayStation Store,bills
1833.5,8,3,6,PlayStation Store,entertainment
168.09,13,1,2,Ola,transport
1110.38,20,0,8,PhonePe,other
3064.31,0,5,8,Apollo Pharmacy,other
635.33,10,2,1,Zomato,food
1131.27,17,1,8,PhonePe,food
432.67,7,2,2,Indian Railways,transport
218.43,17,5,3,Namma Metro,transport
425.83,16,0,2,Ola,transport
307.2,9,2,9,Paytm,other
566.05,1,2,0,Subway,food
541.46,4,6,0,Blinkit,food
553.75,23,5,5,Airtel,bills
1846.05,3,5,7,Crossword,other
4174.21,9,6,9,1mg,other
311.5,8,3,5,Amazon Prime,bills
200.76,13,0,3,RedBus,other
153.71,9,5,2,IndiGo,transport
184.34,15,5,8,SBI ATM,other
1457.7,14,1,6,Decathlon,entertainment
3878.91,14,2,8,SBI ATM,other
731.63,20,0,6,PlayStation Store,entertainment
698.62,15,4,1,Dominos,food
422.27,16,5,3,Air India,entertainment
3860.3,8,3,8,Amazon,other
922.09,10,5,5,Spotify,bills
127.3,22,1,9,Reliance Fresh,other
2549.1,20,1,8,PhonePe,other
2668.78,23,5,5,LIC Premium,bills
574.44,12,1,0,Blinkit,food
141.11,6,3,1,Chai Point,food
178.04,16,3,1,Dunzo,entertainment
220.71,0,2,2,IndiGo,transport
589.96,21,2,0,KFC,food
1921.0,20,1,8,More Supermarket,other
118.14,19,5,2,Ola Electric,transport
2465.6,6,2,4,Water Bill,bills
24.71,13,1,3,RedBus,transport
169.68,6,1,2,Ola,transport
121.04,19,3,1,Burger King,food
3218.08,7,2,9,HDFC Bank ATM,other
263.14,13,4,0,KFC,food
2135.09,8,4,4,Hotstar,bills
479.63,4,0,9,1mg,other
290.56,4,6,2,BMTC,transport
1976.44,18,6,8,Big Bazaar,other
3712.6,19,5,8,Big Bazaar,other
1588.39,6,0,6,BookMyShow,entertainment
2429.77,0,2,8,Apollo Pharmacy,other
152.73,14,3,0,Swiggy,food
1544.01,7,4,6,Decathlon,entertainment
1441.86,11,2,6,Ajio,entertainment
4428.1,6,1,9,Flipkart,other
2298.2,14,3,5,Spotify,bills
4518.76,20,2,4,Gas Bill,bills
389.96,11,5,3,RedBus,bills
1764.96,6,3,6,Decathlon,entertainment
4978.1,6,3,5,Amazon Prime,bills
3013.29,10,0,4,Jio,bills
4623.43,19,2,4,Gas Bill,bills
409.05,1,5,0,Tea Stall,food
4861.45,0,6,4,Jio,bills
1031.57,15,5,7,Nykaa,entertainment
1910.72,19,5,8,Amazon,other
438.04,4,0,2,Rapido,transport
206.49,20,5,7,PVR Cinemas,entertainment
458.06,6,5,1,Pizza Hut,food
4202.64,10,5,9,HDFC Bank ATM,other
366.63,11,4,3,Air India,transport
362.28,21,5,0,Blinkit,food
596.72,2,1,0,McDonald's,other
1408.56,13,1,7,Steam,other
313.01,10,3,0,Swiggy Instamart,food
2874.33,14,0,9,Flipkart,other
597.16,5,2,0,McDonald's,food
3856.94,0,1,8,Amazon,other
3676.25,7,2,4,YouTube Premium,bills
169.03,12,5,2,Rapido,transport
2911.76,13,1,4,BSNL,bills
105.01,9,2,3,Auto Rickshaw,transport
774.79,11,2,7,Nykaa,entertainment
3466.5,5,0,8,Zepto,other
2886.69,22,3,8,PhonePe,other
4021.9,6,2,4,Netflix,bills
3992.05,2,4,9,D-Mart,other
145.21,3,4,3,RedBus,transport
301.67,11,4,3,RedBus,transport
712.51,3,5,6,BookMyShow,entertainment
961.16,15,2,4,Jio,bills
1097.32,11,2,5,Airtel,bills
380.98,14,6,2,Rapido,transport
3503.04,23,3,9,Google Pay,other
1474.41,19,2,6,PlayStation Store,entertainment
176.25,7,6,6,PlayStation Store,entertainment
3892.95,18,3,8,SBI ATM,other
4619.53,19,5,8,Apollo Pharmacy,other
3784.07,4,5,9,Google Pay,other
4857.53,9,6,4,Jio,bills
210.08,14,0,3,RedBus,transport
164.62,2,1,2,Rapido,transport
63.28,7,1,2,Indian Railways,transport
124.23,5,2,9,HDFC Bank ATM,other
345.54,6,3,0,Tea Stall,food
1549.81,3,3,7,Steam,entertainment
211.94,10,2,2,Rapido,transport
236.15,15,5,6,Decathlon,entertainment
3862.44,11,2,8,Apollo Pharmacy,other
3130.33,12,0,4,Jio,bills
41.24,9,3,3,Auto Rickshaw,transport
184.91,4,2,0,Tea Stall,food
2506.61,8,3,5,Spotify,bills
268.33,3,3,2,Ola Electric,transport
126.05,12,6,1,Chai Point,food
481.01,12,5,0,McDonald's,food
1565.58,9,3,6,Ajio,entertainment
3097.06,14,4,5,Airtel,bills
1807.64,17,2,5,Amazon Prime,bills
448.78,12,6,0,Blinkit,food
761.15,22,4,1,Burger King,food
3149.31,14,3,5,Spotify,bills
141.16,15,3,0,Swiggy,food
1971.99,13,2,4,Netflix,other
2804.74,5,2,4,Jio,bills
1757.56,20,0,5,LIC Premium,bills
279.4,23,3,9,D-Mart,other
65.39,23,1,2,IndiGo,transport
756.23,14,5,6,PlayStation Store,entertainment
4527.54,23,6,9,Reliance Fresh,other
475.03,11,0,8,Amazon,other
409.99,3,3,2,Ola Electric,transport
1755.09,20,5,9,Flipkart,other
1082.05,23,2,4,Jio,bills
773.87,6,4,0,Blinkit,food
2666.9,7,5,5,Society Maintenance,bills
211.41,13,2,1,Dunzo,food
41.96,12,1,2,Ola Electric,transport
1193.46,13,5,4,ICICI EMI,bills
307.56,20,2,3,RedBus,transport
581.76,7,0,0,Swiggy,food
3085.65,14,4,9,D-Mart,other
1128.77,15,4,7,Myntra,entertainment
309.77,14,1,1,Burger King,food
500.21,22,1,7,Nykaa,entertainment
1355.33,18,0,6,BookMyShow,entertainment
257.87,23,4,7,Myntra,entertainment
1712.94,21,3,4,Hotstar,bills
175.05,11,4,1,BigBasket,food
1527.64,9,4,6,BookMyShow,entertainment
1850.23,4,3,6,Ajio,entertainment
575.2,6,1,9,Flipkart,other
698.67,23,3,0,McDonald's,food
1166.99,19,2,8,Big Bazaar,other
706.17,21,5,4,Netflix,bills
2081.82,12,3,4,Gas Bill,bills
398.24,5,3,7,Nykaa,entertainment
2426.77,5,5,4,Hotstar,bills
363.57,13,3,0,Tea Stall,food
127.61,19,4,3,Air India,transport
2895.87,13,0,9,Google Pay,other
2932.24,15,5,4,BSNL,bills
607.22,20,3,0,Swiggy,food
4266.51,5,3,9,1mg,other
1040.19,22,1,5,Electricity Bill,bills
4493.23,6,4,5,Airtel,bills
942.94,7,6,7,Crossword,entertainment
327.86,19,6,2,IndiGo,transport
963.64,14,5,4,YouTube Premium,bills
557.65,16,3,0,Tea Stall,food
1778.38,17,0,6,PlayStation Store,entertainment
3602.34,14,3,8,PhonePe,other
671.23,23,6,0,Blinkit,food
745.54,20,5,1,Chai Point,food
296.88,8,6,7,PVR Cinemas,entertainment
3637.77,11,3,9,Flipkart,other
4018.45,6,2,5,Electricity Bill,bills
105.55,22,3,1,Chai Point,food
161.74,14,2,3,Namma Metro,transport
623.07,1,6,7,Crossword,entertainment
32.45,11,4,2,BMTC,transport
4734.95,5,4,4,Water Bill,bills
3431.41,4,5,5,LIC Premium,bills
432.39,8,5,2,BMTC,transport
165.42,18,0,3,Air India,transport
3777.94,16,3,4,Gas Bill,bills
1947.57,20,1,6,INOX,entertainment
2664.35,12,6,9,HDFC Bank ATM,other
1015.9,15,3,6,Decathlon,entertainment
306.78,9,1,1,Zomato,food
393.45,3,5,3,Air India,transport
293.32,20,0,3,RedBus,transport
1092.4,21,0,9,D-Mart,other
1064.09,8,4,7,Myntra,entertainment
4375.82,1,3,8,PhonePe,other
1354.75,23,1,9,1mg,other
105.17,19,2,3,RedBus,transport
1031.07,2,1,9,D-Mart,other
1215.17,18,6,9,1mg,other
2730.97,1,2,9,Flipkart,other
381.42,15,1,1,Zomato,food
498.72,9,4,1,Dominos,food
728.74,23,3,1,Pizza Hut,food
314.92,14,0,2,Ola Electric,transport
1498.84,20,1,5,Society Maintenance,bills
1561.31,20,2,4,Gas Bill,bills
1836.82,21,4,5,Electricity Bill,bills
646.2,5,3,9,Paytm,other
402.88,5,1,0,Swiggy Instamart,food
278.48,14,2,0,Tea Stall,food
3916.08,7,1,9,1mg,other
3878.58,15,0,5,HDFC EMI,bills
2940.41,4,2,5,Electricity Bill,bills
397.19,5,4,2,Indian Railways,transport
490.95,20,4,2,IndiGo,transport
534.57,8,3,6,PlayStation Store,entertainment
1801.2,11,6,4,Water Bill,bills
2903.34,13,0,4,ICICI EMI,bills
1327.01,4,3,7,Myntra,entertainment
3377.52,8,2,5,Electricity Bill,transport
2034.93,17,4,4,Hotstar,entertainment
261.41,8,0,3,Air India,transport
592.14,23,4,1,Burger King,food
1584.33,12,5,6,BookMyShow,entertainment
1213.62,1,0,7,Crossword,entertainment
453.42,14,2,0,KFC,food
612.37,10,6,0,Haldirams,food
1220.64,18,1,6,INOX,entertainment
2906.39,21,2,9,HDFC Bank ATM,transport
3478.89,4,6,8,Practo,other
583.55,10,6,1,Chai Point,food
3786.66,6,1,5,LIC Premium,bills
1937.94,6,5,5,LIC Premium,bills
4676.8,4,0,5,Amazon Prime,bills
1616.38,16,0,7,Nykaa,entertainment
2242.31,1,4,9,Google Pay,other
1555.99,10,5,5,LIC Premium,bills
119.11,17,6,1,BigBasket,food
435.13,2,4,0,Subway,food
1528.62,21,3,7,Steam,entertainment
4426.48,23,1,4,YouTube Premium,bills
2378.88,22,5,5,HDFC EMI,other
1192.0,0,4,6,Ajio,entertainment
911.58,8,6,7,Myntra,transport
275.53,20,5,3,Namma Metro,transport
464.17,22,6,3,Air India,transport
826.59,9,1,8,Big Bazaar,other
79.59,4,4,1,Pizza Hut,other
4378.54,7,5,5,HDFC EMI,bills
223.66,8,1,2,Rapido,transport
85.91,14,0,2,Ola,transport
193.51,14,3,6,Ajio,transport
303.3,3,0,2,Indian Railways,transport
367.77,3,1,3,Air India,transport
375.51,11,5,3,RedBus,transport
4928.72,16,2,5,Electricity Bill,bills
1895.3,0,0,7,PVR Cinemas,entertainment
1926.98,3,2,6,Ajio,entertainment
512.53,20,2,5,Spotify,bills
332.21,12,3,3,Uber,transport
597.22,10,0,0,KFC,food
291.0,4,4,2,Rapido,transport
385.9,1,4,3,RedBus,transport
160.68,19,3,2,Ola Electric,transport
469.42,4,5,2,Rapido,transport
397.55,0,3,3,Uber,transport
199.13,8,4,2,Ola Electric,transport
335.81,15,0,5,HDFC EMI,food
278.95,19,5,2,Ola,transport
173.2,7,0,9,Flipkart,other
1940.59,14,3,7,PVR Cinemas,entertainment
3056.03,20,0,9,Reliance Fresh,other
4533.74,4,2,4,YouTube Premium,bills
3375.32,3,3,9,Google Pay,other
472.95,7,4,7,Crossword,entertainment
128.26,2,5,2,Rapido,transport
715.19,3,1,0,KFC,food
164.53,22,3,2,Ola Electric,transport
4939.45,8,6,9,Google Pay,other
337.38,18,5,3,Namma Metro,transport
338.77,1,6,0,Subway,food
88.62,1,6,2,Ola,transport
25.62,15,3,3,Namma Metro,transport
4121.37,18,3,5,Spotify,bills
1280.49,17,3,7,Nykaa,entertainment
626.38,10,2,0,Tea Stall,food
390.56,14,5,3,RedBus,transport
622.45,8,0,1,Burger King,food
4830.78,4,0,4,Jio,bills
77.73,22,2,3,Uber,transport
237.23,17,0,2,BMTC,transport
4712.12,16,1,9,Reliance Fresh,other
392.44,6,5,3,Auto Rickshaw,transport
927.65,16,4,4,Hotstar,bills
454.59,22,4,1,Burger King,food
346.59,20,5,3,Uber,transport
3780.41,4,4,8,More Supermarket,other
1464.26,12,2,9,1mg,other
1798.11,14,2,6,Ajio,entertainment
20.17,8,5,2,BMTC,transport
4622.96,19,4,9,1mg,other
157.84,5,6,0,McDonald's,entertainment
330.12,12,4,2,Rapido,transport
53.86,8,1,3,Namma Metro,transport
1894.25,4,1,7,Crossword,entertainment
1545.11,0,5,6,PlayStation Store,entertainment
126.96,20,4,0,Swiggy Instamart,food
667.76,3,4,7,Nykaa,entertainment
4413.11,23,2,9,Flipkart,other
2030.59,8,0,4,Jio,bills
1764.86,22,6,6,INOX,entertainment
1093.39,2,5,7,Steam,entertainment
1876.49,21,3,9,Reliance Fresh,other
1743.82,8,6,7,PVR Cinemas,entertainment
2637.06,13,5,4,Netflix,bills
261.06,22,6,5,Airtel,bills
520.64,13,5,7,Nykaa,entertainment
4165.88,15,4,4,Hotstar,bills
3072.48,21,3,8,SBI ATM,other
678.65,20,0,1,BigBasket,food
2942.6,22,4,9,HDFC Bank ATM,transport
759.88,14,6,6,BookMyShow,entertainment
170.82,12,6,6,Decathlon,entertainment
510.48,5,0,6,BookMyShow,entertainment
335.23,14,6,4,Hotstar,entertainment
1850.78,7,2,4,Netflix,bills
970.59,20,2,7,Myntra,entertainment
331.18,23,3,2,IndiGo,transport
4254.5,2,2,4,BSNL,bills
4064.55,7,2,5,Amazon Prime,bills
633.17,12,2,5,Amazon Prime,bills
3807.17,6,2,8,Apollo Pharmacy,other
1801.98,5,1,7,Nykaa,entertainment
1689.84,16,5,5,Society Maintenance,transport
2737.45,12,4,8,PhonePe,other
583.75,21,3,1,Zomato,food
2757.11,12,1,5,HDFC EMI,bills
1265.5,2,2,6,PlayStation Store,entertainment
138.03,4,5,2,Ola,transport
3536.07,7,1,5,Spotify,transport
89.78,9,1,3,Auto Rickshaw,transport
678.45,13,4,1,Dunzo,food
2120.39,16,4,9,1mg,other
1518.91,22,6,6,Ajio,entertainment
2269.74,11,1,4,Water Bill,bills
4798.8,4,2,5,Airtel,bills
81.81,16,5,3,Air India,transport
1633.78,19,1,7,PVR Cinemas,entertainment
4887.14,7,3,4,Netflix,bills
2408.61,14,3,4,Jio,bills
208.36,14,4,8,Apollo Pharmacy,other
700.68,4,0,1,Dunzo,food
1408.91,23,0,5,Society Maintenance,bills
3845.39,4,3,9,D-Mart,other
278.43,21,2,2,BMTC,transport
4404.53,13,1,4,Hotstar,bills
1640.85,0,4,9,Google Pay,other
490.59,2,4,1,Burger King,food
170.91,6,1,1,Chai Point,food
4195.12,0,5,8,Apollo Pharmacy,other
269.3,12,4,7,Myntra,entertainment
1423.19,4,6,6,Ajio,entertainment
1904.11,22,3,4,Water Bill,bills
1449.69,6,1,4,BSNL,bills
590.61,14,6,4,Netflix,bills
709.48,1,4,0,Swiggy,food
176.38,16,0,1,Zomato,food
70.74,18,4,0,KFC,food
1103.9,19,3,4,BSNL,bills
66.54,21,1,3,Namma Metro,transport
4468.04,22,6,8,Apollo Pharmacy,other
34.56,1,4,3,RedBus,transport
751.27,3,2,0,KFC,food
452.11,15,1,2,Rapido,transport
4608.0,14,5,9,Google Pay,other
2294.88,3,5,8,Big Bazaar,other
792.77,15,1,9,HDFC Bank ATM,transport
1640.72,21,5,7,Nykaa,food
3351.21,10,4,9,Flipkart,other
2656.2,17,5,8,PhonePe,other
234.99,6,2,2,Rapido,transport
256.54,0,3,6,Ajio,entertainment
507.25,9,3,1,Dunzo,food
463.61,1,1,5,Amazon Prime,bills
610.89,18,4,1,BigBasket,food
276.46,1,2,2,Ola,transport
199.63,21,6,6,Decathlon,entertainment
1713.52,16,2,6,Decathlon,entertainment
392.93,5,1,1,Zomato,food
1191.54,20,4,5,LIC Premium,transport
725.24,3,2,1,Dominos,entertainment
660.23,10,1,0,Tea Stall,food
1843.41,12,0,7,Myntra,entertainment
318.45,8,3,3,Auto Rickshaw,transport
3168.33,6,5,8,More Supermarket,other
2195.68,13,3,4,Jio,bills
4120.1,15,2,5,Electricity Bill,bills
3510.41,14,1,8,Amazon,entertainment
96.28,15,0,3,Uber,food
472.88,8,5,2,Rapido,transport
640.94,18,2,6,PlayStation Store,entertainment
667.16,6,0,0,Blinkit,food
722.86,1,3,9,1mg,other
172.26,12,1,7,Steam,entertainment
100.55,13,4,0,Subway,food
2321.16,1,5,4,BSNL,bills
3865.89,23,2,9,1mg,other
306.01,8,1,0,McDonald's,food
3291.49,12,3,4,YouTube Premium,bills
50.55,5,5,2,IndiGo,transport
32.15,14,0,3,RedBus,transport
287.29,4,4,2,BMTC,transport
2686.15,0,4,4,ICICI EMI,food
197.78,4,0,3,Namma Metro,transport
48.04,12,6,3,Air India,food
3834.66,1,4,9,1mg,other
2900.31,12,2,8,More Supermarket,entertainment
3765.54,21,3,8,More Supermarket,other
2329.42,4,3,8,Zepto,other
807.6,20,5,9,1mg,other
499.59,5,2,2,Indian Railways,transport
157.99,14,3,0,KFC,food
712.62,20,2,8,SBI ATM,other
444.14,14,5,2,Indian Railways,transport
980.68,10,2,6,Ajio,entertainment
491.24,6,5,6,Decathlon,entertainment
396.38,11,3,2,Ola Electric,transport
2100.22,20,2,8,Big Bazaar,other
72.15,20,3,3,RedBus,transport
4376.4,13,0,4,Hotstar,bills
447.16,21,3,2,IndiGo,transport
216.79,6,3,9,Paytm,other
4919.8,21,4,8,Practo,other
395.29,6,1,3,Air India,transport
1749.26,4,6,7,Steam,entertainment
1108.12,20,0,7,Crossword,entertainment
66.1,1,2,1,Zomato,food
317.52,23,1,0,Haldirams,food
194.21,10,4,3,Uber,transport
650.51,3,6,6,INOX,entertainment
844.88,13,0,8,More Supermarket,other
875.57,17,5,8,SBI ATM,other
1410.93,7,0,6,PlayStation Store,entertainment
382.72,4,3,3,Uber,transport
1557.56,18,5,6,INOX,entertainment
2944.74,14,0,5,Society Maintenance,bills
753.27,10,0,7,Crossword,entertainment
1639.8,12,1,5,Society Maintenance,transport
770.31,6,5,0,Subway,food
4754.01,2,2,4,Hotstar,bills
178.18,18,3,9,Paytm,other
112.17,8,4,2,BMTC,transport
175.16,20,1,0,Haldirams,food
1819.42,8,5,4,ICICI EMI,bills
1147.42,4,6,7,Myntra,entertainment
1583.28,6,3,8,Amazon,other
1424.03,10,2,6,PlayStation Store,entertainment
2180.12,22,2,8,Big Bazaar,other
285.14,15,2,2,BMTC,transport
3424.35,21,2,4,YouTube Premium,entertainment
4072.7,3,1,8,Amazon,other
165.5,7,6,1,Zomato,food
592.33,23,6,0,Swiggy,food
536.91,18,5,5,Society Maintenance,bills
1593.65,3,4,7,Myntra,entertainment
738.5,2,1,1,Dominos,transport
52.88,21,1,1,Zomato,food
173.79,16,1,2,Indian Railways,food
1250.37,5,3,7,Nykaa,entertainment
4351.9,1,3,5,Society Maintenance,bills
104.41,6,2,3,Uber,transport
486.91,22,0,3,Air India,transport
291.05,7,1,1,Pizza Hut,food
663.77,13,4,7,Crossword,entertainment
4157.27,23,1,4,Water Bill,bills
3796.06,2,0,8,Practo,bills
599.69,19,6,0,Haldirams,food
1956.62,21,0,6,BookMyShow,entertainment
4589.4,22,5,4,YouTube Premium,bills
2889.09,23,6,9,Flipkart,other
4092.44,11,3,5,Amazon Prime,bills
2819.95,23,1,5,HDFC EMI,bills
351.62,13,3,2,Ola,transport
980.89,14,3,6,Ajio,entertainment
221.41,0,6,2,Indian Railways,transport
495.09,20,1,2,Indian Railways,transport
1603.61,21,1,6,Ajio,entertainment
124.16,0,3,2,Rapido,transport
475.74,15,3,7,Myntra,entertainment
153.28,6,3,2,IndiGo,transport
2232.03,5,3,8,SBI ATM,other
100.18,10,5,1,Zomato,food
546.79,15,6,6,INOX,entertainment
479.29,20,1,2,Ola,transport
3168.32,19,0,4,Netflix,bills
1771.38,11,6,8,Practo,other
50.3,14,2,3,RedBus,transport
1407.74,10,5,7,Myntra,entertainment
747.44,10,5,6,Decathlon,entertainment
395.17,18,1,3,Namma Metro,transport
4116.32,15,4,9,Reliance Fresh,other
1070.82,3,3,7,Myntra,entertainment
274.03,14,4,3,Uber,transport
1126.47,8,5,4,Hotstar,entertainment
247.4,7,5,2,Ola,transport
515.49,17,1,1,Pizza Hut,food
4929.35,19,4,5,LIC Premium,bills
110.33,19,4,2,Ola Electric,transport
601.62,6,4,0,Swiggy,food
1942.44,22,6,8,Big Bazaar,other
158.04,0,0,1,Dominos,food
948.7,12,4,6,INOX,entertainment
71.72,8,3,3,Namma Metro,transport
2375.45,5,4,5,Society Maintenance,bills
79.48,10,4,2,Ola,transport
1680.43,12,4,7,Myntra,entertainment
292.91,5,2,0,Tea Stall,food
3253.74,10,4,8,Amazon,other
3641.61,22,1,8,Amazon,other
387.98,16,1,6,INOX,food
182.32,13,2,3,Namma Metro,bills
96.61,13,5,0,Swiggy Instamart,food
1663.41,6,3,6,Decathlon,entertainment
129.15,1,5,2,BMTC,transport
307.73,7,6,9,Paytm,transport
260.28,10,3,2,Rapido,transport
144.67,22,5,7,Nykaa,bills
480.24,1,1,6,BookMyShow,entertainment
187.7,2,4,2,Ola,transport
987.22,6,1,5,Spotify,bills
1401.67,11,4,8,Practo,other
1532.93,8,2,7,Steam,entertainment
208.46,20,2,2,BMTC,transport
1563.03,6,1,6,Decathlon,other
749.81,6,1,1,Chai Point,food
4181.36,21,1,8,Practo,other
2372.52,20,5,9,HDFC Bank ATM,other
124.07,0,2,2,BMTC,transport
695.27,6,3,0,McDonald's,food
1970.04,19,6,7,Nykaa,entertainment
289.2,9,6,3,RedBus,transport
429.29,19,0,2,Ola,food
50.01,14,3,0,Haldirams,food
362.34,6,5,9,Flipkart,other
56.53,13,5,3,Namma Metro,transport
723.89,9,1,0,Swiggy,food
4459.22,6,0,4,YouTube Premium,bills
407.38,0,0,0,Haldirams,food
702.34,18,5,1,Dunzo,food
3544.1,15,0,8,Amazon,other
345.45,0,0,2,Indian Railways,transport
883.61,0,4,7,Nykaa,entertainment
707.28,22,2,0,Subway,food
146.38,8,6,6,PlayStation Store,entertainment
408.97,20,0,3,RedBus,transport
2838.83,22,3,8,SBI ATM,other
157.53,2,4,2,Ola,transport
2813.58,11,5,5,LIC Premium,bills
898.49,23,5,4,Gas Bill,bills
2127.94,14,2,5,Society Maintenance,bills
3807.72,15,5,4,Netflix,bills
523.58,8,1,8,SBI ATM,other
2438.93,17,6,4,Netflix,bills
263.05,20,1,3,Namma Metro,transport
4176.86,5,6,8,Zepto,other
3982.16,22,3,9,Reliance Fresh,other
133.91,16,4,0,Haldirams,food
53.03,17,5,1,BigBasket,food
360.68,10,3,2,Ola Electric,transport
647.68,17,3,1,Pizza Hut,food
1173.45,11,5,8,SBI ATM,other
529.05,20,3,7,PVR Cinemas,entertainment
363.78,16,6,3,Auto Rickshaw,transport
104.16,9,1,0,Haldirams,food
1129.74,3,6,7,Steam,entertainment
78.12,5,6,2,BMTC,food
366.44,11,5,1,Zomato,entertainment
752.02,11,1,6,PlayStation Store,other
4613.79,20,4,5,Society Maintenance,bills
2549.97,11,0,8,Amazon,entertainment
4029.39,17,6,5,Spotify,bills
515.17,11,5,1,BigBasket,food
173.48,15,6,6,Ajio,entertainment
119.04,7,5,0,Swiggy Instamart,food
303.04,19,3,1,Chai Point,food
632.87,14,1,0,Swiggy Instamart,food
3450.74,18,6,8,Amazon,other
101.82,5,3,1,Dunzo,food
4046.08,17,5,4,ICICI EMI,bills
573.66,15,1,1,Zomato,food
175.65,19,2,6,INOX,entertainment
1940.27,2,1,6,INOX,entertainment
835.88,23,6,6,BookMyShow,entertainment
165.09,7,2,2,Ola,transport
3597.76,22,0,9,1mg,other
605.27,19,4,0,McDonald's,food
645.75,13,0,1,Burger King,food
3210.68,3,3,9,HDFC Bank ATM,other
1433.89,2,0,6,Decathlon,entertainment
318.23,12,4,0,Tea Stall,food
78.09,5,0,2,Rapido,transport
2285.9,17,2,9,1mg,other
4857.24,21,1,9,Flipkart,other
294.8,6,1,8,PhonePe,other
2074.8,11,0,5,Amazon Prime,bills
2670.36,8,4,9,Flipkart,other
4611.59,15,6,9,HDFC Bank ATM,transport
249.57,6,0,3,RedBus,transport
320.97,2,1,2,Ola Electric,transport
433.37,2,3,2,Rapido,transport
2874.17,7,5,9,Flipkart,other
1881.46,8,3,7,Myntra,entertainment
703.0,12,0,0,Swiggy,food
207.57,19,6,3,Namma Metro,transport
250.1,16,3,2,Rapido,transport
158.06,2,3,2,IndiGo,transport
515.73,4,6,8,PhonePe,food
260.63,20,6,0,Blinkit,food
3105.03,9,6,4,Gas Bill,bills
1539.09,22,4,6,Ajio,entertainment
3036.78,18,1,9,Google Pay,other
1952.93,17,4,7,Nykaa,entertainment
3182.69,8,6,8,Practo,other
1701.96,10,1,5,Electricity Bill,bills
1040.05,10,4,8,Practo,other
905.31,21,1,7,Crossword,entertainment
4031.0,22,2,8,Apollo Pharmacy,other
362.06,17,2,3,Namma Metro,transport
269.65,3,5,3,Air India,transport
3070.63,20,6,5,Electricity Bill,bills
4085.78,11,1,4,Netflix,bills
1871.72,14,4,6,PlayStation Store,entertainment
544.91,3,3,5,Society Maintenance,bills
426.08,8,3,8,Amazon,other
